movieId,title,genres,tmdbId,tags_text,n_ratings,avg_rating,tmdb_page_url,poster_url,doc_text
15,Cutthroat Island (1995),Action|Adventure|Romance,1408,"",13,3.0,https://www.themoviedb.org/movie/1408,https://image.tmdb.org/t/p/w342/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,Title: Cutthroat Island (1995) | Genres: Action|Adventure|Romance | Tags:  | Avg rating: 3.0 (13 ratings)
16,Casino (1995),Crime|Drama,524,Mafia,82,3.926829268292683,https://www.themoviedb.org/movie/524,https://image.tmdb.org/t/p/w342/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,Title: Casino (1995) | Genres: Crime|Drama | Tags: Mafia | Avg rating: 3.926829268292683 (82 ratings)
17,Sense and Sensibility (1995),Drama|Romance,4584,Jane Austen,67,3.7761194029850746,https://www.themoviedb.org/movie/4584,https://image.tmdb.org/t/p/w342/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,Title: Sense and Sensibility (1995) | Genres: Drama|Romance | Tags: Jane Austen | Avg rating: 3.7761194029850746 (67 ratings)
18,Four Rooms (1995),Comedy,5,"",20,3.7,https://www.themoviedb.org/movie/5,https://image.tmdb.org/t/p/w342/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,Title: Four Rooms (1995) | Genres: Comedy | Tags:  | Avg rating: 3.7 (20 ratings)
19,Ace Ventura: When Nature Calls (1995),Comedy,9273,"",88,2.727272727272727,https://www.themoviedb.org/movie/9273,https://image.tmdb.org/t/p/w342/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,Title: Ace Ventura: When Nature Calls (1995) | Genres: Comedy | Tags:  | Avg rating: 2.727272727272727 (88 ratings)
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,11517,"",15,2.5,https://www.themoviedb.org/movie/11517,https://image.tmdb.org/t/p/w342/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,Title: Money Train (1995) | Genres: Action|Comedy|Crime|Drama|Thriller | Tags:  | Avg rating: 2.5 (15 ratings)
21,Get Shorty (1995),Comedy|Crime|Thriller,8012,Hollywood,89,3.49438202247191,https://www.themoviedb.org/movie/8012,https://image.tmdb.org/t/p/w342/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,Title: Get Shorty (1995) | Genres: Comedy|Crime|Thriller | Tags: Hollywood | Avg rating: 3.49438202247191 (89 ratings)
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1710,serial killer,36,3.2222222222222223,https://www.themoviedb.org/movie/1710,https://image.tmdb.org/t/p/w342/oMgwJb016znNZcpDR20eXxZoW8A.jpg,Title: Copycat (1995) | Genres: Crime|Drama|Horror|Mystery|Thriller | Tags: serial killer | Avg rating: 3.2222222222222223 (36 ratings)
23,Assassins (1995),Action|Crime|Thriller,9691,"",16,3.125,https://www.themoviedb.org/movie/9691,https://image.tmdb.org/t/p/w342/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,Title: Assassins (1995) | Genres: Action|Crime|Thriller | Tags:  | Avg rating: 3.125 (16 ratings)
24,Powder (1995),Drama|Sci-Fi,12665,"",28,3.125,https://www.themoviedb.org/movie/12665,https://image.tmdb.org/t/p/w342/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,Title: Powder (1995) | Genres: Drama|Sci-Fi | Tags:  | Avg rating: 3.125 (28 ratings)
25,Leaving Las Vegas (1995),Drama|Romance,451,alcoholism,76,3.625,https://www.themoviedb.org/movie/451,https://image.tmdb.org/t/p/w342/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,Title: Leaving Las Vegas (1995) | Genres: Drama|Romance | Tags: alcoholism | Avg rating: 3.625 (76 ratings)
26,Othello (1995),Drama,16420,Shakespeare,13,3.5,https://www.themoviedb.org/movie/16420,https://image.tmdb.org/t/p/w342/kyevuYzW36wKadiE8lftLac5VwQ.jpg,Title: Othello (1995) | Genres: Drama | Tags: Shakespeare | Avg rating: 3.5 (13 ratings)
27,Now and Then (1995),Children|Drama,9263,"",9,3.3333333333333335,https://www.themoviedb.org/movie/9263,https://image.tmdb.org/t/p/w342/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,Title: Now and Then (1995) | Genres: Children|Drama | Tags:  | Avg rating: 3.3333333333333335 (9 ratings)
28,Persuasion (1995),Drama|Romance,17015,"In Netflix queue, Jane Austen",11,4.2272727272727275,https://www.themoviedb.org/movie/17015,https://image.tmdb.org/t/p/w342/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,"Title: Persuasion (1995) | Genres: Drama|Romance | Tags: In Netflix queue, Jane Austen | Avg rating: 4.2272727272727275 (11 ratings)"
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,902,kidnapping,38,4.0131578947368425,https://www.themoviedb.org/movie/902,https://image.tmdb.org/t/p/w342/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,"Title: City of Lost Children, The (Cité des enfants perdus, La) (1995) | Genres: Adventure|Drama|Fantasy|Mystery|Sci-Fi | Tags: kidnapping | Avg rating: 4.0131578947368425 (38 ratings)"
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,37557,"",3,3.0,https://www.themoviedb.org/movie/37557,https://image.tmdb.org/t/p/w342/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,Title: Shanghai Triad (Yao a yao yao dao waipo qiao) (1995) | Genres: Crime|Drama | Tags:  | Avg rating: 3.0 (3 ratings)
31,Dangerous Minds (1995),Drama,9909,"high school, teacher",38,3.1842105263157894,https://www.themoviedb.org/movie/9909,https://image.tmdb.org/t/p/w342/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,"Title: Dangerous Minds (1995) | Genres: Drama | Tags: high school, teacher | Avg rating: 3.1842105263157894 (38 ratings)"
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,63,"Post apocalyptic, twist ending, remake, time travel, Bruce Willis, mindfuck, Brad Pitt, post-apocalyptic",177,3.983050847457627,https://www.themoviedb.org/movie/63,https://image.tmdb.org/t/p/w342/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,"Title: Twelve Monkeys (a.k.a. 12 Monkeys) (1995) | Genres: Mystery|Sci-Fi|Thriller | Tags: Post apocalyptic, twist ending, remake, time travel, Bruce Willis, mindfuck, Brad Pitt, post-apocalyptic | Avg rating: 3.983050847457627 (177 ratings)"
34,Babe (1995),Children|Drama,9598,"Animal movie, villain nonexistent or not needed for good story, pigs",128,3.65234375,https://www.themoviedb.org/movie/9598,https://image.tmdb.org/t/p/w342/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,"Title: Babe (1995) | Genres: Children|Drama | Tags: Animal movie, villain nonexistent or not needed for good story, pigs | Avg rating: 3.65234375 (128 ratings)"
36,Dead Man Walking (1995),Crime|Drama,687,"Nun, death penalty",67,3.8358208955223883,https://www.themoviedb.org/movie/687,https://image.tmdb.org/t/p/w342/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,"Title: Dead Man Walking (1995) | Genres: Crime|Drama | Tags: Nun, death penalty | Avg rating: 3.8358208955223883 (67 ratings)"
38,It Takes Two (1995),Children|Comedy,33689,twins,4,2.125,https://www.themoviedb.org/movie/33689,https://image.tmdb.org/t/p/w342/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,Title: It Takes Two (1995) | Genres: Children|Comedy | Tags: twins | Avg rating: 2.125 (4 ratings)
39,Clueless (1995),Comedy|Romance,9603,"Emma, Jane Austen, Paul Rudd, chick flick, quotable, funny, seen more than once",104,3.293269230769231,https://www.themoviedb.org/movie/9603,https://image.tmdb.org/t/p/w342/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,"Title: Clueless (1995) | Genres: Comedy|Romance | Tags: Emma, Jane Austen, Paul Rudd, chick flick, quotable, funny, seen more than once | Avg rating: 3.293269230769231 (104 ratings)"
40,"Cry, the Beloved Country (1995)",Drama,34615,"In Netflix queue, South Africa",2,4.25,https://www.themoviedb.org/movie/34615,https://image.tmdb.org/t/p/w342/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,"Title: Cry, the Beloved Country (1995) | Genres: Drama | Tags: In Netflix queue, South Africa | Avg rating: 4.25 (2 ratings)"
41,Richard III (1995),Drama|War,31174,Shakespeare,15,3.7,https://www.themoviedb.org/movie/31174,https://image.tmdb.org/t/p/w342/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,Title: Richard III (1995) | Genres: Drama|War | Tags: Shakespeare | Avg rating: 3.7 (15 ratings)
42,Dead Presidents (1995),Action|Crime|Drama,11443,"",7,3.0,https://www.themoviedb.org/movie/11443,https://image.tmdb.org/t/p/w342/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,Title: Dead Presidents (1995) | Genres: Action|Crime|Drama | Tags:  | Avg rating: 3.0 (7 ratings)
43,Restoration (1995),Drama,35196,England,8,3.1875,https://www.themoviedb.org/movie/35196,https://image.tmdb.org/t/p/w342/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,Title: Restoration (1995) | Genres: Drama | Tags: England | Avg rating: 3.1875 (8 ratings)
44,Mortal Kombat (1995),Action|Adventure|Fantasy,9312,"",46,2.5434782608695654,https://www.themoviedb.org/movie/9312,https://image.tmdb.org/t/p/w342/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,Title: Mortal Kombat (1995) | Genres: Action|Adventure|Fantasy | Tags:  | Avg rating: 2.5434782608695654 (46 ratings)
45,To Die For (1995),Comedy|Drama|Thriller,577,Journalism,32,3.3125,https://www.themoviedb.org/movie/577,https://image.tmdb.org/t/p/w342/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,Title: To Die For (1995) | Genres: Comedy|Drama|Thriller | Tags: Journalism | Avg rating: 3.3125 (32 ratings)
46,How to Make an American Quilt (1995),Drama|Romance,11861,wedding,15,3.066666666666667,https://www.themoviedb.org/movie/11861,https://image.tmdb.org/t/p/w342/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,Title: How to Make an American Quilt (1995) | Genres: Drama|Romance | Tags: wedding | Avg rating: 3.066666666666667 (15 ratings)
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,807,"serial killer, twist ending, mystery",203,3.9753694581280787,https://www.themoviedb.org/movie/807,https://image.tmdb.org/t/p/w342/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,"Title: Seven (a.k.a. Se7en) (1995) | Genres: Mystery|Thriller | Tags: serial killer, twist ending, mystery | Avg rating: 3.9753694581280787 (203 ratings)"
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,10530,"",68,3.1470588235294117,https://www.themoviedb.org/movie/10530,https://image.tmdb.org/t/p/w342/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,Title: Pocahontas (1995) | Genres: Animation|Children|Drama|Musical|Romance | Tags:  | Avg rating: 3.1470588235294117 (68 ratings)
49,When Night Is Falling (1995),Drama|Romance,8391,"",1,3.0,https://www.themoviedb.org/movie/8391,https://image.tmdb.org/t/p/w342/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,Title: When Night Is Falling (1995) | Genres: Drama|Romance | Tags:  | Avg rating: 3.0 (1 ratings)
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,629,"heist, suspense, mindfuck, twist ending, tricky, thriller",204,4.237745098039215,https://www.themoviedb.org/movie/629,https://image.tmdb.org/t/p/w342/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,"Title: Usual Suspects, The (1995) | Genres: Crime|Mystery|Thriller | Tags: heist, suspense, mindfuck, twist ending, tricky, thriller | Avg rating: 4.237745098039215 (204 ratings)"
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,11448,"adoption, prostitution",28,3.4642857142857144,https://www.themoviedb.org/movie/11448,https://image.tmdb.org/t/p/w342/ice135yQZp4iX2SgCmd90nKgS5j.jpg,"Title: Mighty Aphrodite (1995) | Genres: Comedy|Drama|Romance | Tags: adoption, prostitution | Avg rating: 3.4642857142857144 (28 ratings)"
53,Lamerica (1994),Adventure|Drama,49133,"",2,5.0,https://www.themoviedb.org/movie/49133,https://image.tmdb.org/t/p/w342/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,Title: Lamerica (1994) | Genres: Adventure|Drama | Tags:  | Avg rating: 5.0 (2 ratings)
54,"Big Green, The (1995)",Children|Comedy,26441,"",3,2.3333333333333335,https://www.themoviedb.org/movie/26441,https://image.tmdb.org/t/p/w342/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,"Title: Big Green, The (1995) | Genres: Children|Comedy | Tags:  | Avg rating: 2.3333333333333335 (3 ratings)"
55,Georgia (1995),Drama,97406,"",1,4.0,https://www.themoviedb.org/movie/97406,https://image.tmdb.org/t/p/w342/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,Title: Georgia (1995) | Genres: Drama | Tags:  | Avg rating: 4.0 (1 ratings)
57,Home for the Holidays (1995),Drama,9089,"",8,3.0625,https://www.themoviedb.org/movie/9089,https://image.tmdb.org/t/p/w342/3zqlKdOttWyExzopVxglz50Vjxq.jpg,Title: Home for the Holidays (1995) | Genres: Drama | Tags:  | Avg rating: 3.0625 (8 ratings)
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,11010,writing,37,4.027027027027027,https://www.themoviedb.org/movie/11010,https://image.tmdb.org/t/p/w342/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,"Title: Postman, The (Postino, Il) (1994) | Genres: Comedy|Drama|Romance | Tags: writing | Avg rating: 4.027027027027027 (37 ratings)"
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,11359,"",34,3.235294117647059,https://www.themoviedb.org/movie/11359,https://image.tmdb.org/t/p/w342/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,"Title: Indian in the Cupboard, The (1995) | Genres: Adventure|Children|Fantasy | Tags:  | Avg rating: 3.235294117647059 (34 ratings)"
61,Eye for an Eye (1996),Drama|Thriller,17182,"",6,3.75,https://www.themoviedb.org/movie/17182,https://image.tmdb.org/t/p/w342/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,Title: Eye for an Eye (1996) | Genres: Drama|Thriller | Tags:  | Avg rating: 3.75 (6 ratings)
62,Mr. Holland's Opus (1995),Drama,2054,music,80,3.70625,https://www.themoviedb.org/movie/2054,https://image.tmdb.org/t/p/w342/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,Title: Mr. Holland's Opus (1995) | Genres: Drama | Tags: music | Avg rating: 3.70625 (80 ratings)
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,10607,"",7,2.7142857142857144,https://www.themoviedb.org/movie/10607,https://image.tmdb.org/t/p/w342/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,Title: Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) | Genres: Comedy|Crime | Tags:  | Avg rating: 2.7142857142857144 (7 ratings)
64,Two if by Sea (1996),Comedy|Romance,19760,"",5,2.2,https://www.themoviedb.org/movie/19760,https://image.tmdb.org/t/p/w342/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,Title: Two if by Sea (1996) | Genres: Comedy|Romance | Tags:  | Avg rating: 2.2 (5 ratings)
65,Bio-Dome (1996),Comedy,9536,"",31,2.532258064516129,https://www.themoviedb.org/movie/9536,https://image.tmdb.org/t/p/w342/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,Title: Bio-Dome (1996) | Genres: Comedy | Tags:  | Avg rating: 2.532258064516129 (31 ratings)
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,11525,"",9,2.5,https://www.themoviedb.org/movie/11525,https://image.tmdb.org/t/p/w342/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,Title: Lawnmower Man 2: Beyond Cyberspace (1996) | Genres: Action|Sci-Fi|Thriller | Tags:  | Avg rating: 2.5 (9 ratings)
68,French Twist (Gazon maudit) (1995),Comedy|Romance,4482,"",5,3.4,https://www.themoviedb.org/movie/4482,https://image.tmdb.org/t/p/w342/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,Title: French Twist (Gazon maudit) (1995) | Genres: Comedy|Romance | Tags:  | Avg rating: 3.4 (5 ratings)
69,Friday (1995),Comedy,10634,"",20,3.775,https://www.themoviedb.org/movie/10634,https://image.tmdb.org/t/p/w342/2lReF53F8trkC68piGSfk0JVwWU.jpg,Title: Friday (1995) | Genres: Comedy | Tags:  | Avg rating: 3.775 (20 ratings)
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,755,"",55,3.5090909090909093,https://www.themoviedb.org/movie/755,https://image.tmdb.org/t/p/w342/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg,Title: From Dusk Till Dawn (1996) | Genres: Action|Comedy|Horror|Thriller | Tags:  | Avg rating: 3.5090909090909093 (55 ratings)
71,Fair Game (1995),Action,11859,"",5,1.7,https://www.themoviedb.org/movie/11859,https://image.tmdb.org/t/p/w342/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,Title: Fair Game (1995) | Genres: Action | Tags:  | Avg rating: 1.7 (5 ratings)
72,Kicking and Screaming (1995),Comedy|Drama,28387,"",7,3.2142857142857144,https://www.themoviedb.org/movie/28387,https://image.tmdb.org/t/p/w342/ynAtSpTou7snNOq32djzILw9VCA.jpg,Title: Kicking and Screaming (1995) | Genres: Comedy|Drama | Tags:  | Avg rating: 3.2142857142857144 (7 ratings)
73,"Misérables, Les (1995)",Drama|War,48750,"",13,3.4615384615384617,https://www.themoviedb.org/movie/48750,https://image.tmdb.org/t/p/w342/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,"Title: Misérables, Les (1995) | Genres: Drama|War | Tags:  | Avg rating: 3.4615384615384617 (13 ratings)"
74,Bed of Roses (1996),Drama|Romance,20927,"",8,4.0,https://www.themoviedb.org/movie/20927,https://image.tmdb.org/t/p/w342/zCXvHCEm8334d0d646ldDkXnKws.jpg,Title: Bed of Roses (1996) | Genres: Drama|Romance | Tags:  | Avg rating: 4.0 (8 ratings)
75,Big Bully (1996),Comedy|Drama,36929,"",5,2.2,https://www.themoviedb.org/movie/36929,https://image.tmdb.org/t/p/w342/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,Title: Big Bully (1996) | Genres: Comedy|Drama | Tags:  | Avg rating: 2.2 (5 ratings)
76,Screamers (1995),Action|Sci-Fi|Thriller,9102,"",15,3.4,https://www.themoviedb.org/movie/9102,https://image.tmdb.org/t/p/w342/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,Title: Screamers (1995) | Genres: Action|Sci-Fi|Thriller | Tags:  | Avg rating: 3.4 (15 ratings)
77,Nico Icon (1995),Documentary,124626,"",1,4.0,https://www.themoviedb.org/movie/124626,https://image.tmdb.org/t/p/w342/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,Title: Nico Icon (1995) | Genres: Documentary | Tags:  | Avg rating: 4.0 (1 ratings)
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,27526,"",3,3.3333333333333335,https://www.themoviedb.org/movie/27526,https://image.tmdb.org/t/p/w342/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,"Title: Crossing Guard, The (1995) | Genres: Action|Crime|Drama|Thriller | Tags:  | Avg rating: 3.3333333333333335 (3 ratings)"
79,"Juror, The (1996)",Drama|Thriller,9623,"",17,2.764705882352941,https://www.themoviedb.org/movie/9623,https://image.tmdb.org/t/p/w342/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,"Title: Juror, The (1996) | Genres: Drama|Thriller | Tags:  | Avg rating: 2.764705882352941 (17 ratings)"
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,46785,"",2,4.0,https://www.themoviedb.org/movie/46785,https://image.tmdb.org/t/p/w342/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,"Title: White Balloon, The (Badkonake sefid) (1995) | Genres: Children|Drama | Tags:  | Avg rating: 4.0 (2 ratings)"
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,400,"",14,3.107142857142857,https://www.themoviedb.org/movie/400,https://image.tmdb.org/t/p/w342/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,Title: Things to Do in Denver When You're Dead (1995) | Genres: Crime|Drama|Romance | Tags:  | Avg rating: 3.107142857142857 (14 ratings)
82,Antonia's Line (Antonia) (1995),Comedy|Drama,880,"",8,3.875,https://www.themoviedb.org/movie/880,https://image.tmdb.org/t/p/w342/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,Title: Antonia's Line (Antonia) (1995) | Genres: Comedy|Drama | Tags:  | Avg rating: 3.875 (8 ratings)
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,146599,"",1,3.0,https://www.themoviedb.org/movie/146599,https://image.tmdb.org/t/p/w342/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,Title: Once Upon a Time... When We Were Colored (1995) | Genres: Drama|Romance | Tags:  | Avg rating: 3.0 (1 ratings)
85,Angels and Insects (1995),Drama|Romance,8447,"",7,3.857142857142857,https://www.themoviedb.org/movie/8447,https://image.tmdb.org/t/p/w342/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,Title: Angels and Insects (1995) | Genres: Drama|Romance | Tags:  | Avg rating: 3.857142857142857 (7 ratings)
86,White Squall (1996),Action|Adventure|Drama,10534,"",15,3.966666666666667,https://www.themoviedb.org/movie/10534,https://image.tmdb.org/t/p/w342/muhTVa52IufjTaqNseXFQUAEuyG.jpg,Title: White Squall (1996) | Genres: Action|Adventure|Drama | Tags:  | Avg rating: 3.966666666666667 (15 ratings)
87,Dunston Checks In (1996),Children|Comedy,17414,"",7,2.5,https://www.themoviedb.org/movie/17414,https://image.tmdb.org/t/p/w342/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,Title: Dunston Checks In (1996) | Genres: Children|Comedy | Tags:  | Avg rating: 2.5 (7 ratings)
88,Black Sheep (1996),Comedy,13997,"",16,3.15625,https://www.themoviedb.org/movie/13997,https://image.tmdb.org/t/p/w342/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,Title: Black Sheep (1996) | Genres: Comedy | Tags:  | Avg rating: 3.15625 (16 ratings)
89,Nick of Time (1995),Action|Thriller,2086,"",10,3.25,https://www.themoviedb.org/movie/2086,https://image.tmdb.org/t/p/w342/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,Title: Nick of Time (1995) | Genres: Action|Thriller | Tags:  | Avg rating: 3.25 (10 ratings)
92,Mary Reilly (1996),Drama|Horror|Thriller,9095,Jekyll and Hyde,8,2.625,https://www.themoviedb.org/movie/9095,https://image.tmdb.org/t/p/w342/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,Title: Mary Reilly (1996) | Genres: Drama|Horror|Thriller | Tags: Jekyll and Hyde | Avg rating: 2.625 (8 ratings)
